,Date,Value
0,1947-01-01,243.16400000000002
1,1947-02-01,-0.9346666666666579
2,1947-03-01,-0.9346666666666579
3,1947-04-01,-0.9346666666666579
4,1947-05-01,-1.2056666666666729
5,1947-06-01,-1.2056666666666729
6,1947-07-01,-1.2056666666666729
7,1947-08-01,-3.386666666666656
8,1947-09-01,-3.3866666666666845
9,1947-10-01,-3.386666666666656
10,1947-11-01,-1.9990000000000236
11,1947-12-01,-1.9990000000000236
12,1948-01-01,-1.9989999999999668
13,1948-02-01,-2.2749999999999773
14,1948-03-01,-2.2749999999999773
15,1948-04-01,-2.275000000000034
16,1948-05-01,-2.209666666666635
17,1948-06-01,-2.209666666666635
18,1948-07-01,-2.209666666666692
19,1948-08-01,-0.38999999999998636
20,1948-09-01,-0.38999999999998636
21,1948-10-01,-0.3900000000000432
22,1948-11-01,1.7773333333333312
23,1948-12-01,1.7773333333333312
24,1949-01-01,1.7773333333333312
25,1949-02-01,1.2276666666666642
26,1949-03-01,1.2276666666666642
27,1949-04-01,1.2276666666666642
28,1949-05-01,-0.5126666666666893
29,1949-06-01,-0.5126666666666893
30,1949-07-01,-0.5126666666666324
31,1949-08-01,0.7540000000000191
32,1949-09-01,0.7540000000000191
33,1949-10-01,0.7539999999999623
34,1949-11-01,-3.4003333333333217
35,1949-12-01,-3.4003333333333217
36,1950-01-01,-3.4003333333333217
37,1950-02-01,-3.1850000000000023
38,1950-03-01,-3.1850000000000023
39,1950-04-01,-3.1850000000000023
40,1950-05-01,-5.923333333333346
41,1950-06-01,-5.923333333333346
42,1950-07-01,-5.923333333333346
43,1950-08-01,-3.9306666666666388
44,1950-09-01,-3.9306666666666388
45,1950-10-01,-3.9306666666666956
46,1950-11-01,-5.351666666666688
47,1950-12-01,-5.351666666666688
48,1951-01-01,-5.351666666666631
49,1951-02-01,-2.6966666666666583
50,1951-03-01,-2.6966666666666583
51,1951-04-01,-2.6966666666666583
52,1951-05-01,-2.431666666666672
53,1951-06-01,-2.431666666666672
54,1951-07-01,-2.431666666666672
55,1951-08-01,-1.5976666666666688
56,1951-09-01,-1.5976666666666688
57,1951-10-01,-1.5976666666667256
58,1951-11-01,-1.2139999999999986
59,1951-12-01,-1.2139999999999986
60,1952-01-01,-1.2139999999999418
61,1952-02-01,-0.40333333333330756
62,1952-03-01,-0.40333333333330756
63,1952-04-01,-0.4033333333333644
64,1952-05-01,-2.223666666666645
65,1952-06-01,-2.223666666666645
66,1952-07-01,-2.223666666666702
67,1952-08-01,-4.370333333333349
68,1952-09-01,-4.370333333333349
69,1952-10-01,-4.370333333333292
70,1952-11-01,-2.3893333333333544
71,1952-12-01,-2.3893333333333544
72,1953-01-01,-2.3893333333333544
73,1953-02-01,-1.2563333333333162
74,1953-03-01,-1.2563333333333162
75,1953-04-01,-1.256333333333373
76,1953-05-01,0.19266666666669607
77,1953-06-01,0.19266666666669607
78,1953-07-01,0.19266666666663923
79,1953-08-01,1.733666666666636
80,1953-09-01,1.733666666666636
81,1953-10-01,1.733666666666693
82,1953-11-01,0.20833333333331439
83,1953-12-01,0.20833333333331439
84,1954-01-01,0.20833333333337123
85,1954-02-01,-0.25866666666667015
86,1954-03-01,-0.25866666666667015
87,1954-04-01,-0.2586666666666133
88,1954-05-01,-1.625
89,1954-06-01,-1.625
90,1954-07-01,-1.625
91,1954-08-01,-2.9126666666666665
92,1954-09-01,-2.9126666666666665
93,1954-10-01,-2.9126666666667234
94,1954-11-01,-4.446333333333314
95,1954-12-01,-4.446333333333314
96,1955-01-01,-4.446333333333371
97,1955-02-01,-2.819666666666649
98,1955-03-01,-2.819666666666649
99,1955-04-01,-2.819666666666649
100,1955-05-01,-2.8963333333333594
101,1955-06-01,-2.8963333333333594
102,1955-07-01,-2.8963333333333026
103,1955-08-01,-2.290333333333308
104,1955-09-01,-2.290333333333308
105,1955-10-01,-2.290333333333365
106,1955-11-01,-0.8846666666666465
107,1955-12-01,-0.8846666666666465
108,1956-01-01,-0.8846666666667033
109,1956-02-01,-2.0880000000000223
110,1956-03-01,-2.0880000000000223
111,1956-04-01,-2.0879999999999654
112,1956-05-01,-1.7269999999999754
113,1956-06-01,-1.7269999999999754
114,1956-07-01,-1.7270000000000323
115,1956-08-01,-3.090666666666664
116,1956-09-01,-3.090666666666664
117,1956-10-01,-3.0906666666667206
118,1956-11-01,-3.1053333333333057
119,1956-12-01,-3.1053333333333057
120,1957-01-01,-3.1053333333333626
121,1957-02-01,-0.7486666666666792
122,1957-03-01,-0.7486666666666792
123,1957-04-01,-0.7486666666666224
124,1957-05-01,-2.488333333333344
125,1957-06-01,-2.488333333333344
126,1957-07-01,-2.488333333333344
127,1957-08-01,1.5419999999999732
128,1957-09-01,1.5419999999999732
129,1957-10-01,1.54200000000003
130,1957-11-01,2.4413333333333185
131,1957-12-01,2.4413333333333185
132,1958-01-01,2.4413333333333753
133,1958-02-01,-1.4793333333333294
134,1958-03-01,-1.4793333333333294
135,1958-04-01,-1.4793333333333294
136,1958-05-01,-4.620999999999981
137,1958-06-01,-4.620999999999981
138,1958-07-01,-4.621000000000038
139,1958-08-01,-4.571333333333314
140,1958-09-01,-4.571333333333314
141,1958-10-01,-4.571333333333371
142,1958-11-01,-3.59166666666664
143,1958-12-01,-3.59166666666664
144,1959-01-01,-3.591666666666697
145,1959-02-01,-4.1076666666667165
146,1959-03-01,-4.10766666666666
147,1959-04-01,-4.10766666666666
148,1959-05-01,-0.7936666666666952
149,1959-06-01,-0.7936666666666952
150,1959-07-01,-0.7936666666665815
151,1959-08-01,-1.188666666666677
152,1959-09-01,-1.188666666666677
153,1959-10-01,-1.188666666666677
154,1959-11-01,-4.682666666666705
155,1959-12-01,-4.682666666666705
156,1960-01-01,-4.6826666666665915
157,1960-02-01,0.5226666666666233
158,1960-03-01,0.5226666666666233
159,1960-04-01,0.522666666666737
160,1960-05-01,-1.5080000000000382
161,1960-06-01,-1.5080000000000382
162,1960-07-01,-1.5079999999999245
163,1960-08-01,1.8023333333333085
164,1960-09-01,1.8023333333333085
165,1960-10-01,1.8023333333334222
166,1960-11-01,-1.606999999999971
167,1960-12-01,-1.606999999999971
168,1961-01-01,-1.6070000000000846
169,1961-02-01,-3.5090000000000146
170,1961-03-01,-3.5090000000000146
171,1961-04-01,-3.508999999999901
172,1961-05-01,-4.039666666666676
173,1961-06-01,-4.039666666666676
174,1961-07-01,-4.039666666666676
175,1961-08-01,-4.316000000000031
176,1961-09-01,-4.316000000000031
177,1961-10-01,-4.315999999999917
178,1961-11-01,-4.4669999999999845
179,1961-12-01,-4.4669999999999845
180,1962-01-01,-4.467000000000098
181,1962-02-01,-2.1176666666666506
182,1962-03-01,-2.1176666666666506
183,1962-04-01,-2.1176666666666506
184,1962-05-01,-2.8869999999999436
185,1962-06-01,-2.8869999999999436
186,1962-07-01,-2.8870000000000573
187,1962-08-01,-1.0843333333333476
188,1962-09-01,-1.0843333333333476
189,1962-10-01,-1.0843333333333476
190,1962-11-01,-3.1306666666666843
191,1962-12-01,-3.1306666666666843
192,1963-01-01,-3.1306666666666843
193,1963-02-01,-2.693333333333271
194,1963-03-01,-2.693333333333271
195,1963-04-01,-2.693333333333385
196,1963-05-01,-4.897333333333336
197,1963-06-01,-4.897333333333336
198,1963-07-01,-4.897333333333336
199,1963-08-01,-3.164666666666676
200,1963-09-01,-3.164666666666676
201,1963-10-01,-3.164666666666676
202,1963-11-01,-5.2946666666666715
203,1963-12-01,-5.2946666666666715
204,1964-01-01,-5.2946666666666715
205,1964-02-01,-2.9506666666666206
206,1964-03-01,-2.9506666666666206
207,1964-04-01,-2.9506666666667343
208,1964-05-01,-4.452333333333399
209,1964-06-01,-4.452333333333399
210,1964-07-01,-4.452333333333286
211,1964-08-01,-1.7626666666666324
212,1964-09-01,-1.7626666666666324
213,1964-10-01,-1.7626666666666324
214,1964-11-01,-6.823666666666668
215,1964-12-01,-6.823666666666668
216,1965-01-01,-6.823666666666668
217,1965-02-01,-4.133666666666727
218,1965-03-01,-4.133666666666727
219,1965-04-01,-4.133666666666613
220,1965-05-01,-6.377333333333354
221,1965-06-01,-6.377333333333354
222,1965-07-01,-6.37733333333324
223,1965-08-01,-7.5113333333333685
224,1965-09-01,-7.5113333333333685
225,1965-10-01,-7.511333333333255
226,1965-11-01,-7.958999999999946
227,1965-12-01,-7.958999999999946
228,1966-01-01,-7.95900000000006
229,1966-02-01,-3.082333333333395
230,1966-03-01,-3.082333333333395
231,1966-04-01,-3.082333333333395
232,1966-05-01,-4.88566666666668
233,1966-06-01,-4.88566666666668
234,1966-07-01,-4.885666666666566
235,1966-08-01,-4.554666666666662
236,1966-09-01,-4.554666666666662
237,1966-10-01,-4.554666666666662
238,1966-11-01,-3.622666666666646
239,1966-12-01,-3.622666666666646
240,1967-01-01,-3.622666666666646
241,1967-02-01,-1.6043333333333294
242,1967-03-01,-1.6043333333333294
243,1967-04-01,-1.604333333333443
244,1967-05-01,-5.416666666666629
245,1967-06-01,-5.416666666666629
246,1967-07-01,-5.4166666666667425
247,1967-08-01,-5.40199999999993
248,1967-09-01,-5.40199999999993
249,1967-10-01,-5.402000000000044
250,1967-11-01,-9.316000000000031
251,1967-12-01,-9.316000000000031
252,1968-01-01,-9.315999999999917
253,1968-02-01,-8.31899999999996
254,1968-03-01,-8.31899999999996
255,1968-04-01,-8.319000000000074
256,1968-05-01,-5.493666666666741
257,1968-06-01,-5.493666666666741
258,1968-07-01,-5.493666666666627
259,1968-08-01,-5.735000000000014
260,1968-09-01,-5.735000000000014
261,1968-10-01,-5.7349999999999
262,1968-11-01,-8.435666666666634
263,1968-12-01,-8.435666666666634
264,1969-01-01,-8.435666666666748
265,1969-02-01,-5.227666666666664
266,1969-03-01,-5.227666666666664
267,1969-04-01,-5.227666666666664
268,1969-05-01,-6.978666666666754
269,1969-06-01,-6.978666666666754
270,1969-07-01,-6.978666666666641
271,1969-08-01,-2.730333333333192
272,1969-09-01,-2.730333333333192
273,1969-10-01,-2.7303333333334194
274,1969-11-01,-4.351000000000113
275,1969-12-01,-4.351000000000113
276,1970-01-01,-4.350999999999885
277,1970-02-01,-5.3916666666666515
278,1970-03-01,-5.3916666666666515
279,1970-04-01,-5.3916666666666515
280,1970-05-01,-6.2280000000000655
281,1970-06-01,-6.2280000000000655
282,1970-07-01,-6.227999999999838
283,1970-08-01,-0.8496666666667352
284,1970-09-01,-0.8496666666667352
285,1970-10-01,-0.8496666666665078
286,1970-11-01,-15.516000000000076
287,1970-12-01,-15.516000000000076
288,1971-01-01,-15.515999999999849
289,1971-02-01,-7.038333333333412
290,1971-03-01,-7.038333333333412
291,1971-04-01,-7.038333333333185
292,1971-05-01,-7.13466666666659
293,1971-06-01,-7.13466666666659
294,1971-07-01,-7.134666666666817
295,1971-08-01,-4.207333333333281
296,1971-09-01,-4.207333333333281
297,1971-10-01,-4.207333333333509
298,1971-11-01,-13.4373333333333
299,1971-12-01,-13.4373333333333
300,1972-01-01,-13.4373333333333
301,1972-02-01,-11.920000000000073
302,1972-03-01,-11.920000000000073
303,1972-04-01,-11.919999999999845
304,1972-05-01,-8.06566666666663
305,1972-06-01,-8.06566666666663
306,1972-07-01,-8.065666666666857
307,1972-08-01,-12.779333333333398
308,1972-09-01,-12.779333333333398
309,1972-10-01,-12.77933333333317
310,1972-11-01,-16.195333333333338
311,1972-12-01,-16.195333333333338
312,1973-01-01,-16.195333333333338
313,1973-02-01,-12.132333333333463
314,1973-03-01,-12.132333333333463
315,1973-04-01,-12.132333333333236
316,1973-05-01,-6.650333333333265
317,1973-06-01,-6.650333333333265
318,1973-07-01,-6.650333333333265
319,1973-08-01,-14.150333333333265
320,1973-09-01,-14.150333333333265
321,1973-10-01,-14.150333333333492
322,1973-11-01,-4.973333333333358
323,1973-12-01,-4.973333333333358
324,1974-01-01,-4.97333333333313
325,1974-02-01,-12.94900000000007
326,1974-03-01,-12.94900000000007
327,1974-04-01,-12.94900000000007
328,1974-05-01,-9.990000000000009
329,1974-06-01,-9.990000000000009
330,1974-07-01,-9.990000000000009
331,1974-08-01,-13.217666666666673
332,1974-09-01,-13.217666666666673
333,1974-10-01,-13.217666666666446
334,1974-11-01,-5.479000000000042
335,1974-12-01,-5.479000000000042
336,1975-01-01,-5.479000000000042
337,1975-02-01,-11.912333333333208
338,1975-03-01,-11.912333333333208
339,1975-04-01,-11.912333333333436
340,1975-05-01,-19.32233333333329
341,1975-06-01,-19.32233333333329
342,1975-07-01,-19.322333333333518
343,1975-08-01,-17.33699999999999
